ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;DEF
26127;60000;2;2;2;35;0;0;-1;-1;0;0;21770;11506;1024;16453;4131;4006;1400;1024;16469;131;322;40000;
26135;210000;2;2;1;29;-2;-2;-2;-2;-2;-2;3814;-6;6456;0;2746;11613;0;6462;0;2746;11613;11753;
26148;210000;2;1;1;35;-2;-2;-2;-2;-2;-2;2020;4055;0;0;0;0;4055;0;0;0;0;150;
26153;290000;2;3;2;35;0;0;0;0;0;0;159165;167485;167930;171146;174889;179149;11000;5600;5500;5500;6000;5500;
26155;270000;2;1;2;28;1;2;0;0;0;0;118198;86065;77359;63243;51636;31407;0;10004;10000;10000;10000;5000;
26164;200000;2;2;1;27;0;0;0;0;0;0;157222;160320;162140;165431;168726;172430;7200;5888;5990;6031;6415;6301;
26166;130000;2;2;1;30;0;0;0;0;0;0;38967;40320;41324;25629;26961;28360;2000;1700;2000;2000;1500;2000;
26172;80000;2;2;1;45;0;0;0;0;0;0;67142;68052;68690;70042;70626;71700;2420;2511;2512;2510;2590;2711;
26173;100000;2;2;2;37;-1;-1;-1;-1;-2;-2;390;0;780;0;0;0;0;780;0;0;0;0;
26175;90000;2;2;1;30;-1;-1;-1;-1;0;0;414;414;414;6936;7272;7595;414;414;6936;1000;1000;1000;
26176;360000;2;2;1;38;0;0;0;0;0;0;41922;42916;43956;44972;45866;49327;1692;1732;1748;1642;4200;1709;
26177;670000;2;1;1;43;0;0;0;0;0;0;55893;59131;61900;58225;61329;49369;10075;10063;10060;10028;10042;10055;
26182;120000;2;2;2;33;0;0;0;0;0;0;135770;136901;115299;117498;89417;91370;5000;5000;4620;3200;3300;5000;
26186;200000;2;1;2;32;-1;-1;-1;-1;0;-1;4640;17950;13056;2500;500;500;18116;13113;2522;0;500;500;
26189;140000;2;2;1;36;-1;-1;-1;2;-1;2;430;303;8934;580;9071;6317;303;9061;0;9071;0;656;
26208;180000;2;3;1;36;0;0;0;-1;0;0;8911;5838;-2;120442;90430;92325;1034;2;120444;3236;3352;3897;
26216;240000;2;1;1;42;-1;2;-1;-1;0;-1;2108;1386;17601;1410;705;705;0;17601;2115;0;705;4000;
26218;200000;2;1;1;34;-1;2;-1;0;0;0;860;430;3130;7585;11056;97451;0;3130;5000;4000;90000;15000;
26221;210000;2;1;1;40;-1;-1;-1;-1;-1;-1;316;316;316;316;316;876;316;316;316;316;876;1026;
26223;50000;2;3;1;38;0;0;0;0;0;0;50312;50145;49386;19818;18540;19109;6000;3120;4300;1000;1000;1000;
26238;440000;2;2;2;28;0;0;0;0;0;0;412962;409812;393255;370202;258387;255740;15000;20000;15305;10070;15037;10052;
26240;200000;2;2;2;33;0;0;0;0;0;0;64932;66223;68261;69133;70689;72201;2365;3100;2600;2700;2800;2700;
26252;280000;2;1;1;45;-2;-2;-2;-2;-2;-2;26573;17597;22284;20232;17567;20027;18388;22302;20274;17567;20027;17025;
26261;210000;2;1;1;34;-1;-1;-1;-1;-2;-2;2501;639;699;0;0;0;639;699;0;0;0;0;
26263;200000;2;1;2;34;-1;-1;-1;-1;0;0;8177;1989;382;10383;7030;0;2453;382;10383;0;3036;0;
26265;50000;2;3;1;44;0;0;0;0;0;0;45858;46315;47435;48290;49257;49345;2000;1865;1720;1687;1732;2007;
26269;60000;2;3;1;47;0;0;0;0;0;0;33867;35303;36032;37431;37863;38954;2000;1601;2000;1354;1700;1010;
26271;360000;2;3;1;43;-2;-2;-1;-1;-2;-2;4392;0;2050;754;0;0;0;2050;754;0;0;1738;
26273;300000;2;2;1;38;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
26279;50000;2;3;1;45;0;0;0;0;0;0;4151;5162;6184;7194;7336;7490;1088;1110;1120;262;272;273;
26282;260000;2;2;2;29;0;0;0;0;0;0;16496;15610;7486;5692;5206;6159;8027;3000;3000;3000;1000;2000;
26289;20000;2;3;2;47;1;2;0;0;0;0;16289;15735;18164;19143;20143;20446;0;3000;1600;1600;1800;1000;
26294;80000;2;2;2;34;1;-2;-1;-1;-1;0;-3;-3;1266;1347;2495;1248;0;1269;1351;2498;3;0;
26297;360000;2;3;2;29;-1;-1;-1;-1;0;0;4887;4982;4851;3255;8255;8411;5005;4851;4784;5000;3000;2000;
26298;240000;2;1;1;32;2;2;2;2;2;2;209368;204501;223137;226470;229706;234889;0;22000;8500;8500;9000;0;
26305;90000;2;1;2;29;0;0;0;0;0;0;8927;9124;10220;12044;27847;8251;8000;10000;10016;25000;8000;26000;
26307;210000;2;1;2;29;-1;-1;-1;-1;-1;2;871;27371;871;871;2042;1021;27371;871;871;2042;0;1666;
26310;230000;2;1;1;31;-1;-1;-2;-1;-1;-1;623;0;0;1100;0;1383;0;0;1100;0;1383;905;
26314;260000;2;3;1;34;2;2;0;0;2;2;118706;115308;123069;129060;131682;135656;0;9670;9561;6250;6250;6250;
26321;30000;2;1;2;30;0;0;0;0;0;0;4480;8381;12085;16788;18388;23228;4000;5000;5000;2000;5000;500;
26326;120000;2;2;1;42;-2;-2;-2;-2;-2;-2;0;338;488;137;324;471;338;488;137;324;471;0;
26327;160000;2;1;1;47;1;2;0;0;2;0;89006;86694;88898;94289;91875;94405;0;4500;7800;0;4000;3700;
26332;100000;2;1;1;38;0;0;0;0;0;0;68916;66762;68566;65132;48738;51020;3000;5000;2436;3000;3000;2000;
26346;200000;2;1;2;29;-1;-1;-1;0;0;-1;2116;0;9781;29313;49113;732;0;9781;20000;20000;732;1005;
26348;240000;2;2;2;28;2;2;2;2;0;0;294180;276968;276585;253679;232300;212749;0;22550;0;8450;7800;6975;
26350;120000;2;3;2;31;-1;-1;-1;-1;-1;-1;396;396;396;396;396;1100;396;396;396;396;1100;396;
26355;100000;2;2;2;30;0;0;2;-1;0;0;2419;3123;177;1170;390;0;2177;0;1170;0;0;19760;
26362;120000;2;1;1;35;-1;-1;-1;-1;-1;-1;525;2458;8067;802;2706;3597;2458;8152;802;2706;3597;1400;
26367;230000;2;1;2;38;0;0;0;0;0;0;217578;224020;227311;184500;128190;130883;9840;8750;7470;4540;4710;4750;
26370;360000;2;2;2;42;-1;0;-1;-1;-1;-1;24081;14231;23040;5651;7017;6495;6068;23154;5679;7052;6527;4601;
26373;20000;2;3;1;35;-1;2;2;2;2;0;17056;18803;18055;20578;19813;20197;2500;0;3000;0;1001;1700;
26374;240000;2;2;1;43;-1;-1;-2;-1;-1;-1;54;0;0;177;199;559;0;0;177;200;559;0;
26377;110000;2;2;2;40;0;0;0;0;0;0;111720;86877;133187;65025;62777;62105;3406;2357;2239;3617;2247;2500;
26381;210000;2;2;1;41;-1;0;-1;-1;-1;-1;13340;42862;9584;7978;6728;6728;42000;9600;7978;6728;6728;6728;
26382;30000;2;3;1;43;-1;3;2;2;0;0;10330;10040;10903;10533;10132;10343;0;1149;101;348;359;364;
26384;320000;2;1;2;30;-1;-1;-1;-1;-1;-1;10283;2488;5187;11735;2280;9404;2488;5209;11735;2280;9404;3660;
26388;500000;2;2;1;36;0;0;0;0;0;0;261502;286708;311641;326298;270968;315889;30000;30000;20507;50000;50047;20413;
26403;100000;2;1;1;37;0;0;0;0;0;0;68760;70113;71567;72410;73846;75556;3095;3181;2628;2640;2897;3600;
26404;250000;2;1;2;38;-1;-1;-1;-1;-1;-1;14766;990;8150;15410;1276;0;990;8150;15410;1276;0;0;
26407;280000;2;1;2;30;1;2;0;-1;-1;-1;25903;19262;10660;4191;1671;105726;50;2053;4211;2001;105747;100055;
26417;210000;2;1;1;47;0;0;0;0;0;0;202503;173232;117125;212656;107808;63049;7082;6000;6000;5000;3000;6000;
26419;150000;2;2;1;36;-2;-2;-1;-1;2;-1;11085;2500;190;3173;673;38100;2507;190;3180;0;38100;5000;
26421;180000;2;2;1;40;-1;-1;-1;-1;-1;-1;1552;776;0;1752;70000;10552;776;0;1752;70000;10552;9776;
26425;110000;2;2;1;43;0;0;0;0;0;0;92244;93815;97307;99666;102082;105500;4500;5000;4000;4000;5000;6804;
26427;200000;2;1;1;42;-2;-2;-2;-2;-1;-1;0;0;0;0;1830;0;0;0;0;1830;0;0;
26433;480000;2;1;2;48;-2;-2;-2;-2;-2;-2;1087;188;257;1697;188;22507;188;257;1697;188;22507;370;
26435;300000;2;1;1;36;0;0;0;0;0;0;30153;28384;26700;22554;11858;13838;2000;2000;2552;2000;3000;8000;
26436;160000;2;2;2;44;1;-2;-1;-1;-1;-1;-4;-4;3454;0;3312;0;0;3458;0;3312;0;0;
26441;130000;2;2;1;50;2;2;2;2;2;2;73621;76104;77795;78584;79736;78405;4300;3500;2700;2970;0;3870;
26447;80000;2;2;1;50;2;0;-1;0;0;0;89901;85406;75789;77870;73601;76751;6000;81789;3870;4601;4751;4718;
26449;50000;2;2;2;52;0;0;0;0;0;0;33743;22989;15843;16825;14637;15397;2000;1400;2000;5000;1000;1000;
26457;50000;2;3;1;49;0;0;0;0;0;-2;49195;48496;49412;49590;0;0;47000;2000;1000;0;0;0;
26458;70000;2;3;1;49;1;2;2;2;2;0;9915;9607;11913;12518;12022;12179;0;2468;1100;0;500;600;
26461;80000;2;2;1;49;0;0;0;0;0;0;77347;61998;47941;47851;48804;50033;2384;5000;2000;1732;2000;3003;
26466;140000;2;2;2;50;0;0;0;0;0;0;128949;133778;131241;25994;25769;24552;7000;6000;3000;5000;4000;6000;
26468;100000;2;3;1;49;0;0;0;0;0;0;41088;41807;43348;42782;40779;40618;2000;3000;1900;1550;1430;3143;
26469;50000;2;2;1;50;0;0;0;0;0;0;14592;16335;18061;18955;19933;21605;2000;2000;1500;1300;2000;1000;
26475;260000;2;2;1;50;0;0;0;0;0;0;263320;171626;175869;180891;184952;182328;7000;7000;8000;7032;13603;5000;
26477;380000;2;3;2;51;-1;-1;0;-1;0;-1;43715;60718;21814;47964;33405;2981;60718;2200;48000;0;2981;35500;
26482;80000;2;3;2;55;1;-1;0;0;0;0;78910;80362;77986;78803;50140;47757;84361;3837;3141;2000;2000;2000;
26493;160000;2;1;1;58;-2;-2;-2;-2;-2;-2;749;3883;3584;1830;390;390;3894;3594;2246;390;390;390;
26500;30000;2;3;2;55;-2;-2;-2;-1;-1;-2;-330;340;-220;780;0;0;500;0;1000;0;0;0;
26501;30000;2;3;1;54;2;2;2;2;0;0;24180;23498;26400;25682;26155;27972;0;3600;0;1200;2400;0;
26502;180000;2;3;1;61;0;0;0;0;0;0;20554;21560;22587;23599;24069;24573;1353;1380;1392;862;892;1000;
26508;300000;2;1;2;52;-1;-1;0;-1;0;0;583;111383;111665;14325;11416;10523;111665;3000;14325;0;0;9927;
26529;230000;2;2;1;56;-2;-2;-2;-2;-2;-2;10511;2381;2580;48310;6390;7194;2381;2580;48342;6390;7194;13250;
26531;60000;2;3;1;55;3;2;0;0;0;0;74786;71575;63821;63719;63807;57482;0;9400;2271;2425;2087;2142;
26538;390000;2;1;2;53;-2;-2;-1;-1;-2;-2;450;1540;690;0;0;0;1540;690;0;0;0;717;
26547;500000;2;5;1;54;0;0;0;0;0;0;355251;354394;359522;362412;362550;359481;12680;13464;12821;15033;12788;13000;
26557;20000;2;3;1;52;2;2;2;2;0;0;5682;6437;7181;7908;8781;9645;1000;1000;1000;1000;1000;0;
26564;50000;2;3;2;56;0;0;0;0;0;0;48155;49157;50417;48371;15417;16194;1798;2058;1683;600;1017;20698;
26567;80000;2;3;1;55;0;0;0;0;0;0;78573;69116;64325;59653;55159;56277;3001;2500;2000;2000;2000;2000;
26569;200000;2;3;1;51;0;0;0;0;0;0;99036;99625;99016;101661;103011;103384;3520;4500;5200;4500;3950;4300;
26571;280000;2;1;1;56;-2;-1;2;-1;-1;-1;-5;4609;1351;1108;1288;3552;4614;1;1109;1290;3561;3279;
26574;320000;2;1;1;58;-2;-2;-2;-2;-2;-2;1100;0;0;0;0;0;0;0;0;0;0;434;
26583;110000;1;2;2;22;0;0;0;0;0;0;99209;54218;40110;41362;41296;41225;1766;2000;2000;2000;2000;2000;
26584;360000;1;1;1;34;0;0;0;-1;-1;-1;3187;3758;-1360;113091;114251;117922;1025;1361;116380;4001;5001;4001;
26590;250000;2;2;2;55;-2;-2;-1;-1;0;0;603;1867;2470;3887;4731;8710;1867;2661;3887;1000;4000;1000;
26592;100000;1;2;1;42;0;0;0;0;0;0;98430;99998;16138;17758;18774;20272;5000;2000;2000;2000;2000;2000;
26594;380000;1;1;2;32;0;0;0;0;0;0;387851;349973;689643;334456;329981;292421;13070;13000;26000;20095;11000;11000;
26601;30000;1;2;2;23;0;0;-2;-2;-2;-2;41300;0;0;0;0;0;0;0;0;0;0;0;
26607;50000;1;2;2;23;0;0;0;0;0;0;40698;42018;43344;16951;16989;17230;2000;2230;1600;600;500;19742;
26608;90000;1;1;2;23;0;0;0;0;0;-1;90888;85293;69482;60244;22640;3270;6000;4008;30055;15050;3270;16488;
26611;30000;1;2;2;24;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
26613;20000;1;2;2;23;0;0;0;0;0;0;19178;18852;16648;19395;20271;20445;2000;1500;4000;2000;2000;2900;
26624;50000;1;2;2;25;0;0;0;0;0;0;11669;12665;12905;13498;13993;13854;1502;1522;1505;1000;1000;1000;
26628;60000;1;2;2;24;2;0;0;0;0;0;27019;25100;21023;16973;12410;11944;1686;2000;1000;1000;6000;5000;
26638;50000;1;1;2;24;0;0;0;0;0;0;20472;19077;20094;19559;16795;17233;1700;1641;1600;600;1000;1300;
26640;90000;1;1;2;26;1;-2;-1;-1;0;0;0;0;403;33982;30738;29018;0;403;33982;1000;1000;1000;
26643;90000;1;2;2;24;0;0;0;0;0;0;86724;91394;78767;74007;29480;27941;7016;3800;2406;595;570;67;
26644;20000;1;3;2;24;2;0;0;2;2;2;8295;9310;12130;11644;12250;11910;1160;2980;0;1100;0;1000;
26666;30000;1;3;2;26;0;0;2;0;0;0;25535;28738;27999;28097;28670;7770;3641;0;1000;573;1000;0;
26668;20000;1;2;2;26;0;0;0;-2;-2;-1;18838;15349;0;0;0;19125;1200;0;0;0;19125;1000;
26683;20000;1;1;2;27;0;0;0;0;0;0;39628;20571;19089;19658;19453;19108;1610;1323;1600;830;700;674;
26689;10000;1;2;2;25;0;0;0;0;0;0;7806;8615;7851;8704;8877;9063;1114;1292;1145;318;329;331;
26696;80000;1;2;1;28;0;0;0;0;0;0;81099;81449;79887;76067;73077;76894;10000;5000;10000;6500;5000;5000;
26699;60000;1;3;2;25;0;0;0;0;0;0;56753;57530;59869;59942;28934;27461;2700;3869;2742;1200;1461;1504;
26703;40000;1;1;2;29;1;2;2;2;2;2;37681;36775;39982;38979;39479;39329;0;3800;0;1200;0;0;
26705;320000;1;2;1;29;0;0;0;0;0;0;48998;33175;16784;9558;11022;11953;6105;3394;2100;1580;1016;1078;
26707;130000;1;2;2;26;2;2;2;0;0;0;137204;139189;133521;133182;103161;103031;7000;0;5133;5000;5000;5000;
26709;50000;1;1;2;25;-1;0;0;0;0;0;45626;16533;10745;9994;16829;13051;3000;9537;5000;10000;5000;2000;
26710;360000;1;3;1;27;-2;-2;-2;-2;-2;-2;1097;778;2999;-1;-1;-1;780;3021;0;0;0;0;
26715;20000;1;1;2;28;0;0;0;0;0;0;19262;34729;18808;18302;18995;19400;1310;3190;1500;1000;860;900;
26719;20000;1;2;2;23;0;0;0;0;0;0;13422;14886;15927;11939;10782;12599;2000;1667;2309;2000;2000;2000;
26721;50000;1;2;2;26;0;0;0;0;0;0;47052;47874;40933;16603;16932;17287;1728;2856;1276;605;627;633;
26725;140000;1;1;2;27;-1;0;-1;-1;-2;-2;24602;12526;9032;0;0;0;5063;9032;0;0;0;0;
26726;210000;1;1;2;27;0;0;0;0;0;0;36017;32205;29104;29447;12411;5555;3015;3004;3058;1000;5000;4002;
26733;310000;1;2;2;27;0;0;0;0;0;0;22936;255040;241092;242850;237818;237762;240101;9012;8549;8324;8524;9052;
26735;50000;1;1;2;27;-1;-1;-1;-1;-1;-1;658;4160;3225;656;176;0;4179;3225;656;176;0;476;
26740;160000;1;1;2;27;-1;-1;2;-1;0;0;701;3442;2551;4217;1255;1554;3442;18;4217;0;1000;888;
26741;200000;1;3;2;26;2;0;0;0;0;0;72763;53839;34228;26418;22196;15973;5041;14031;15021;15007;14004;14012;
26746;60000;1;1;2;29;0;0;0;0;0;0;31235;31462;31499;16773;11568;9727;6050;6037;5084;6000;4000;3832;
26752;360000;1;1;2;27;0;0;0;0;0;0;375392;373004;371567;375352;316076;314588;13290;14012;20000;16000;16000;290000;
26754;250000;1;3;1;28;0;0;0;0;0;0;149499;119726;111690;114776;110902;114018;15000;10000;10000;10000;5000;5000;
26758;20000;1;3;2;27;1;2;0;0;0;0;20079;18696;19872;20100;19704;18004;0;1782;1400;394;0;226;
26759;50000;1;2;2;27;0;0;0;0;0;0;19657;20723;21784;22794;23115;23752;1700;1700;1679;1000;1010;1400;
26764;180000;1;1;2;26;0;0;0;0;0;0;131653;132462;130598;98336;86862;88618;5002;5004;3416;3074;3500;3179;
26767;50000;1;2;2;25;0;0;0;0;0;0;48065;48355;49009;49949;50479;50702;1800;1844;2200;2000;1800;2038;
26768;20000;1;1;2;25;0;0;0;0;0;0;18069;17905;18712;19682;18384;18768;2180;1400;1300;1000;680;1100;
26771;200000;1;1;2;29;-1;-1;-1;-1;-1;-1;3773;3990;9048;4700;800;4082;4029;9048;4700;800;4082;0;
26772;180000;1;1;1;30;1;1;-2;-2;-2;-2;143900;0;0;0;0;0;10000;0;0;0;0;0;
26777;100000;1;2;2;28;0;0;2;0;0;0;82238;100753;93209;89813;55359;32227;20000;0;3501;3021;5011;53408;
26778;260000;1;1;2;29;-1;-1;-1;-1;-1;-1;396;792;4970;4012;3651;5600;792;4970;4012;3651;5600;396;
26787;180000;1;1;2;29;-1;-1;-1;-1;-1;-1;3810;6406;629;11542;2348;122;6406;629;11545;2348;122;0;
26788;360000;1;1;2;28;-2;-2;-2;-2;-2;-2;8840;4951;-17;1815;1035;460;4951;0;1832;1035;460;635;
26794;270000;1;2;2;27;0;0;0;0;0;0;24689;29520;29722;36276;19065;17937;10058;10339;10034;54;10088;6368;
26796;260000;1;2;1;28;0;0;0;0;0;0;226244;230647;211483;153072;156149;144646;8304;10044;6000;5576;6000;6200;
26800;40000;1;1;2;31;0;0;-1;-1;0;0;8368;1884;200;2601;1759;-125;1000;200;2601;100;0;2412;
26808;390000;1;1;1;31;0;0;-1;-1;-1;-1;54007;62761;10373;6803;2601;2979;49188;10411;6830;2608;2987;2236;
26817;260000;1;1;2;29;-1;-1;-1;-1;-1;0;2335;1432;718;500;5306;2091;1432;718;500;5306;0;770;
26821;500000;1;1;2;30;-1;0;-1;-1;0;0;33269;19084;2601;112075;163165;214575;1248;2601;112212;100000;64575;67810;
26823;120000;1;2;1;29;-1;-1;2;-1;0;0;579;2718;1280;3783;2522;1261;3580;0;3822;0;0;1261;
26828;50000;1;3;2;29;0;0;0;0;0;0;46803;47796;49024;50192;49515;48038;1772;2000;2100;5400;8174;1687;
26829;500000;1;1;2;30;0;0;0;0;0;0;309558;315956;307896;241206;242481;230232;13749;11360;9572;7110;14470;7610;
26830;50000;1;1;1;32;0;0;0;0;0;0;25411;26989;28245;29176;28696;29321;2000;2000;1500;1000;913;1800;
26838;230000;1;1;1;39;1;-1;-1;-2;-2;-2;-17;1786;0;0;0;0;1803;0;0;0;0;0;
26839;470000;1;2;2;35;0;0;0;-1;-1;-2;262980;204078;78325;119866;-6187;-8822;10929;4177;126307;36;26;27232;
26845;180000;1;1;1;42;-1;-1;-1;-1;-1;0;326;326;326;326;652;326;326;326;326;652;0;326;
26847;10000;1;1;1;40;2;-1;-1;-2;-2;-2;3567;1000;0;0;0;0;5000;0;0;0;0;0;
26850;20000;1;2;2;26;2;0;0;0;2;2;6078;7015;8036;9597;9294;10242;1200;1140;1700;0;1100;0;
26854;160000;1;2;1;32;1;2;0;0;0;0;5525;4039;3656;3801;2540;2279;0;1094;1500;0;1000;0;
26856;230000;1;3;1;48;0;0;2;0;0;0;20271;21979;20924;20881;21262;21469;5034;0;2000;2000;2000;2000;
26869;160000;1;2;1;43;0;0;0;0;0;0;69554;72390;75521;78987;80891;62113;4000;5000;10000;4000;3000;6000;
26874;110000;1;2;1;37;0;0;2;2;0;0;111864;112112;114367;111064;112123;111575;11000;5500;0;4400;4500;4200;
26875;350000;1;3;1;37;0;0;0;0;0;0;70257;73151;47298;25692;24542;23697;20001;5045;3000;2005;3001;4;
26877;260000;1;1;1;40;0;0;-2;-2;-2;-2;34471;0;0;0;0;0;0;0;0;0;0;0;
26880;150000;1;2;2;32;1;2;2;2;2;2;133401;135703;142275;144427;146702;150647;6000;10275;6000;6000;6100;0;
26882;500000;1;1;2;29;-1;-1;-1;-1;-1;-1;29276;7934;635;12416;4022;259;7972;637;12553;4070;259;11675;
26900;460000;1;1;1;47;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
26901;180000;1;1;1;49;0;0;0;0;0;0;62087;63444;65420;67722;70970;72670;3000;3000;4000;5000;3000;5000;
26902;50000;1;2;1;35;0;0;0;0;0;0;48792;50083;50323;48902;20012;19915;2105;1845;1746;691;1000;800;
26906;280000;1;2;1;44;0;0;0;0;0;0;159967;164197;122611;119023;113754;115029;7822;4529;4238;4305;4208;4003;
26907;110000;1;2;2;37;0;0;0;0;0;0;68773;69527;76273;76409;76166;76384;3500;10000;3500;3000;3000;4000;
26910;290000;1;1;2;40;0;0;0;0;0;0;135527;134414;140607;131933;135606;132906;8000;10000;5000;6000;4700;5000;
26912;150000;1;2;1;43;0;0;0;0;0;0;88812;89488;89951;86961;79284;74531;3309;5016;5050;3026;5000;5012;
26913;80000;1;3;1;38;0;0;0;0;0;0;79135;75786;76280;71790;49835;48880;3006;4009;3006;1879;2000;2144;
26917;130000;1;2;1;39;3;2;-1;-1;-1;0;130819;124946;10212;2486;5170;6823;0;10252;2486;5170;3039;2386;
26930;140000;1;2;1;38;1;2;2;2;2;2;129497;131877;135309;131671;138771;141146;6000;7000;0;10800;4800;0;
26932;200000;1;1;1;38;-2;-2;-2;-2;-2;-2;3528;1190;1958;-5;1013;2350;1196;1968;200;1018;2361;2500;
26942;360000;1;2;1;39;0;0;0;0;0;-1;29814;22699;16866;13618;5000;8000;1333;2500;5000;2000;8000;5000;
26951;150000;1;1;2;31;-2;-2;-2;-2;-2;-2;13877;8190;6203;9808;3267;6662;8422;6234;9904;4016;6695;6433;
26962;180000;1;2;1;32;-2;-2;-2;-2;-2;-2;2196;396;392;1592;1304;8;396;392;1596;1308;0;2218;
26963;400000;1;1;1;35;-2;-2;-2;-2;-2;-2;2240;12165;7062;8833;7659;5676;12245;7135;8891;7704;5728;4070;
26967;60000;1;2;1;44;0;0;0;0;0;0;58216;60193;57815;50054;27535;22962;3000;2488;2000;1000;2000;3000;
26968;350000;1;1;2;32;0;0;0;0;0;0;43356;14236;16991;18541;20075;20491;2000;3000;2000;2001;580;677;
26972;240000;1;2;1;37;0;0;0;0;0;0;11278;14070;15535;17734;19734;8561;3000;2000;3000;2000;2000;0;
26983;170000;1;3;1;44;0;0;0;0;0;0;159094;161938;166062;170023;173854;179390;6000;7000;7000;7000;8000;7000;
26987;290000;1;2;1;38;-2;-2;-2;-2;-2;-2;24709;291;6161;6200;3892;4072;291;6170;6216;3892;4072;4382;
26990;360000;1;2;1;40;0;0;0;-1;0;0;69464;55638;43429;45895;27851;25408;10034;15011;45919;5036;5022;6010;
27003;20000;1;2;1;40;0;0;0;0;0;0;10288;9276;5622;19263;18433;26132;3010;2010;15000;4000;2000;2000;
27005;60000;1;1;2;31;0;0;0;0;-2;-2;57937;49740;51400;0;0;0;3000;3000;0;0;0;0;
27007;70000;1;2;1;34;0;0;0;0;2;0;27202;29424;31941;35087;34226;35514;3000;3000;4000;0;2000;8200;
27010;200000;1;1;1;46;-1;-1;-1;-1;-1;-1;28910;6581;1894;8604;3547;43097;6593;1894;8615;3563;43097;0;
27024;10000;1;3;2;41;0;0;0;0;0;0;4520;3483;6862;8727;8148;8640;2000;4946;2000;1000;1000;1000;
27025;100000;1;2;2;35;2;0;0;0;0;0;92590;93354;69674;71097;72913;74738;3251;2600;2582;3000;3000;3000;
27028;50000;1;3;1;36;3;2;2;2;2;-1;150;150;150;150;150;930;0;0;0;0;930;0;
27039;310000;1;1;1;45;-2;-2;-2;-2;-2;-2;8918;13813;6099;6255;5512;5451;14000;6129;6286;5539;5478;3613;
27041;280000;1;1;1;37;-1;-1;-1;-1;-1;-1;22398;30002;1715;4408;2517;29987;30422;1721;4428;2528;30135;8302;
27051;280000;1;1;2;37;-1;-1;-1;-1;-1;-1;1695;5827;10190;2355;3612;586;6644;10200;2355;3612;4248;0;
27052;20000;1;3;2;36;-1;0;-1;-1;0;0;16842;16300;390;14536;7446;0;1000;390;14536;149;0;8346;
27071;230000;1;1;2;44;0;0;0;0;0;0;25949;27214;28472;29696;31393;33222;2000;2000;2000;2500;2500;3000;
27074;350000;1;1;1;38;-1;-1;-1;-1;-1;-1;17999;38899;24620;22381;13115;5167;38933;24692;22388;13115;5167;11325;
27078;10000;1;2;1;35;2;0;0;0;0;0;9242;9159;10004;9722;10044;9856;1315;1160;1139;1241;345;580;
27081;290000;1;1;2;38;-2;-2;-2;-2;-2;-2;2318;1818;2057;2278;1224;-57060;1827;2066;2287;1242;1827;60860;
27082;80000;1;2;2;31;0;0;0;0;0;0;73414;69998;72368;77505;78845;74182;3000;3500;7000;3100;3000;3000;
27090;150000;1;2;2;35;0;0;0;0;0;0;66662;61331;56523;56737;51005;47471;2116;2549;2406;2000;1655;2111;
27094;190000;1;1;1;48;0;0;0;0;-2;-2;189158;150621;153900;0;0;0;6561;6900;0;0;0;0;
27105;10000;1;2;1;44;-1;-1;-1;-1;-1;-2;390;390;0;780;0;0;390;0;780;0;0;0;
27106;60000;1;2;1;47;0;0;0;0;0;2;29324;30333;31835;33602;38127;37382;1500;2000;2300;5100;0;2000;
27110;70000;1;2;2;36;0;0;0;0;0;0;20857;22199;23834;25353;27075;28092;2000;2000;2000;2000;3000;830;
27113;260000;1;6;1;48;0;0;0;0;0;0;135437;65892;60762;52402;51391;43070;19020;19002;19001;20002;18063;119660;
27116;230000;1;2;1;33;1;-1;-1;-1;-1;-1;0;1427;0;198;0;525;1427;0;198;0;525;0;
27122;450000;1;1;2;31;1;2;2;2;-2;-2;153246;151659;10199;0;0;0;4009;2000;0;0;0;0;
27125;270000;1;1;1;40;0;0;0;0;0;0;3686;4699;5718;6727;6861;7005;1084;1103;1112;246;255;651;
27133;230000;1;1;2;45;0;0;0;0;0;0;92129;92690;93596;79320;64268;65193;3510;3998;2431;1697;1971;2046;
27137;30000;1;3;1;33;3;2;2;0;0;2;19932;20708;20089;22717;26073;25583;1400;0;3000;5000;0;800;
27141;490000;1;2;2;42;0;0;0;0;0;0;455520;464727;477884;488808;427064;436172;16100;20000;19000;16000;16000;15000;
27143;160000;1;1;2;29;-1;-1;-2;-1;0;0;4908;0;0;3166;3166;0;0;0;3166;0;0;4493;
27145;160000;1;5;2;40;0;0;0;0;0;0;152240;152159;154523;156121;118248;119911;7650;6300;4800;3800;4600;4300;
27150;100000;1;1;2;30;2;2;2;0;0;2;33217;34372;33543;34260;36580;37347;2000;0;1580;2900;1500;1600;
27159;20000;1;2;1;43;0;0;0;0;0;0;12721;14102;14870;16116;16436;16781;1600;1300;1500;588;610;611;
